CustomerID,Recency,Frequency,Monetary,K-means Clustering,Hierarchical Clustering
12434.0,85,50,806.14,0,1
12435.0,80,36,7829.890000000001,0,2
12436.0,100,15,429.01,0,1
12437.0,2,184,4447.41,0,1
12438.0,14,96,2466.85,0,1
12441.0,367,10,155.55,1,5
12442.0,3,11,144.06,0,1
12444.0,21,172,4085.46,0,1
12445.0,22,3,77.4,0,1
12446.0,58,57,1002.3100000000001,0,1
12447.0,243,25,431.49,1,4
12448.0,44,21,365.4500000000001,0,1
12449.0,22,187,3596.29,0,1
12450.0,156,8,197.88,1,4
12451.0,11,353,8995.52,4,2
12452.0,17,20,348.57,0,1
12453.0,134,43,707.0899999999999,0,4
12454.0,56,15,3528.34,0,1
12455.0,73,85,2339.8599999999988,0,1
12456.0,44,122,2581.04,0,1
12457.0,66,59,2043.2299999999996,0,1
12458.0,71,36,787.4000000000001,0,1
12461.0,155,34,626.88,1,4
12462.0,19,60,937.59,0,1
12463.0,53,79,1200.78,0,1
12464.0,10,22,957.0499999999998,0,1
12465.0,17,45,682.19,0,1
12468.0,188,36,657.54,1,4
12471.0,2,439,17424.050000000003,4,2
12472.0,32,332,6068.11,4,2
12473.0,54,161,2596.23,0,1
12474.0,17,408,6745.79,4,2
12475.0,54,35,669.3799999999999,0,1
12476.0,16,224,5898.42,4,2
12477.0,23,300,13219.740000000002,4,2
12478.0,4,35,545.9900000000001,0,1
12479.0,11,30,473.20000000000005,0,1
12480.0,28,150,2885.63,0,1
12481.0,23,209,5020.32,0,2
12483.0,17,68,1910.9800000000002,0,1
12484.0,35,342,3953.72,4,2
12488.0,10,54,1244.6600000000003,0,1
12489.0,336,14,298.93,1,5
12490.0,5,235,4859.93,4,2
12491.0,39,25,424.40000000000003,0,1
12492.0,63,18,227.21000000000004,0,1
12493.0,166,20,379.74,1,4
12494.0,16,71,1084.1,0,1
12497.0,82,13,953.1,0,1
12498.0,21,21,349.7,0,1
12500.0,23,52,4059.8200000000006,0,1
12501.0,337,148,2025.39,1,5
12502.0,96,142,2995.87,0,1
12504.0,18,8,428.04999999999995,0,1
12506.0,233,23,73.50000000000001,1,4
12507.0,134,19,1052.81,0,4
12508.0,26,69,398.27,0,1
12509.0,284,6,158.5,1,5
12510.0,143,31,814.57,0,4
12512.0,66,34,138.03,0,1
12513.0,113,34,558.2900000000001,0,1
12514.0,267,51,1017.6800000000001,1,4
12515.0,353,15,278.7,1,5
12516.0,78,24,1186.06,0,1
12517.0,28,281,2322.84,4,2
12518.0,1,119,1840.8899999999999,0,1
12519.0,64,17,286.84000000000003,0,1
12520.0,79,147,2346.26,0,1
12521.0,143,37,545.68,0,4
12522.0,39,10,156.72000000000003,0,1
12523.0,19,102,1699.77,0,1
12524.0,9,136,3945.7200000000003,0,1
12526.0,1,68,1172.6600000000003,0,1
12527.0,82,17,330.71,0,1
12528.0,9,86,1645.48,0,1
12530.0,60,62,1500.2800000000002,0,1
12531.0,15,17,125.22,0,1
12532.0,30,15,313.83,0,1
12534.0,131,62,981.1800000000001,0,1
12535.0,92,34,716.35,0,1
12536.0,59,259,4279.71,4,2
12538.0,29,21,363.95,0,1
12539.0,22,273,5568.349999999999,4,2
12540.0,20,461,11580.239999999998,4,2
12541.0,30,49,841.18,0,1
12544.0,36,18,316.70000000000005,0,1
12545.0,75,48,832.39,0,1
12546.0,47,67,1021.5,0,1
12547.0,198,6,151.8,1,4
12548.0,166,4,67.19999999999999,1,4
12550.0,79,56,824.8299999999999,0,1
12551.0,358,10,168.0,1,5
12552.0,40,19,317.82,0,1
12553.0,8,182,3278.2799999999997,0,1
12556.0,50,121,603.7099999999999,0,1
12557.0,16,33,11990.96,0,2
12558.0,8,11,269.96000000000004,0,1
12559.0,311,20,525.7099999999999,1,5
12560.0,5,103,1918.0100000000002,0,1
12561.0,303,16,238.85,1,5
12562.0,8,161,3385.74,0,1
12564.0,261,20,402.90000000000003,1,4
12565.0,289,9,145.92000000000002,1,5
12566.0,86,18,297.65,0,1
12567.0,23,438,8609.279999999999,4,2
12569.0,2,157,3152.69,0,1
12571.0,40,34,519.61,0,1
12572.0,9,58,912.4199999999998,0,1
12573.0,227,28,160.54,1,4
12574.0,316,10,182.45000000000002,1,5
12576.0,36,88,1315.83,0,1
12577.0,35,146,653.8499999999999,0,1
12578.0,21,112,2402.51,0,1
12579.0,78,28,386.41999999999996,0,1
12580.0,247,23,379.7,1,4
12581.0,40,14,179.70999999999998,0,1
12582.0,239,20,351.3599999999999,1,4
12583.0,3,232,6705.38,4,1
12584.0,4,95,2254.1499999999996,0,1
12585.0,234,85,1824.0999999999997,1,4
12586.0,17,11,196.94000000000003,0,1
12587.0,8,3,104.0,0,1
12588.0,39,9,174.89999999999998,0,1
12589.0,29,33,574.6800000000001,0,1
12590.0,211,67,9341.26,1,4
12591.0,317,25,368.84999999999997,1,5
12592.0,92,16,401.6,0,1
12593.0,109,20,382.0999999999999,0,1
12594.0,38,114,3208.2200000000003,0,1
12596.0,51,25,450.27,0,1
12597.0,19,202,3195.2200000000003,0,1
12598.0,10,127,2807.0799999999995,0,1
12599.0,29,55,888.5800000000003,0,1
12600.0,29,54,2311.04,0,1
12601.0,190,23,487.05999999999995,1,4
12602.0,59,12,153.12,0,1
12603.0,22,1,613.1999999999999,0,1
12604.0,79,15,236.17999999999995,0,1
12607.0,60,101,1579.51,0,1
12609.0,78,57,964.85,0,1
12610.0,23,102,1747.5400000000004,0,1
12611.0,52,65,1193.32,0,1
12612.0,74,18,668.04,0,1
12613.0,57,149,3092.38,0,1
12614.0,278,20,315.59999999999997,1,5
12615.0,2,101,2093.1900000000005,0,1
12616.0,95,30,641.3,0,1
12617.0,29,42,355.53000000000003,0,1
12618.0,22,10,137.31,0,1
12619.0,16,82,2945.5599999999995,0,1
12620.0,15,91,1303.41,0,1
12621.0,2,449,12411.670000000002,4,2
12622.0,232,10,162.09999999999997,1,4
12623.0,276,17,269.1,1,5
12624.0,106,36,569.13,0,1
12625.0,212,84,2413.8200000000006,1,4
12626.0,23,285,5954.4800000000005,4,2
12627.0,11,224,4082.5299999999997,0,1
12628.0,4,38,732.46,0,1
12630.0,10,62,1030.88,0,1
12631.0,57,30,480.50000000000006,0,1
12633.0,59,97,1929.98,0,1
12635.0,90,99,1509.1800000000003,0,1
12637.0,67,387,5823.9,4,1
12638.0,33,38,511.6900000000001,0,1
12639.0,239,21,366.1,1,4
12640.0,24,50,994.58,0,1
12641.0,115,9,145.9,0,1
12642.0,25,44,905.2599999999999,0,1
12643.0,128,18,3041.64,0,1
12644.0,130,31,477.90999999999997,0,4
12645.0,34,69,1631.1799999999998,0,1
12646.0,5,45,1346.97,0,1
12647.0,22,109,3146.82,0,1
12648.0,155,20,300.04999999999995,1,4
12649.0,107,29,569.51,0,1
12650.0,3,19,242.44,0,1
12651.0,335,9,114.0,1,5
12652.0,331,47,793.98,1,5
12653.0,149,43,2209.85,1,4
12654.0,11,34,529.98,0,1
12656.0,17,121,3619.17,0,1
12657.0,11,44,1427.18,0,1
12658.0,19,35,632.05,0,1
12659.0,30,4,73.68,0,1
12660.0,11,12,227.10000000000002,0,1
12662.0,1,220,3543.7799999999997,0,1
12664.0,8,28,4391.88,0,1
12665.0,325,2,45.0,1,5
12667.0,58,32,460.13,0,1
12668.0,12,157,3177.1500000000005,0,1
12669.0,151,98,1427.73,1,4
12670.0,10,87,2744.0499999999997,0,1
12672.0,330,10,225.9,1,5
12673.0,5,41,574.52,0,1
12674.0,39,79,1844.6,0,1
12676.0,25,39,1091.39,0,1
12678.0,42,155,14698.980000000001,4,2
12679.0,59,44,951.0200000000001,0,1
12680.0,1,49,790.8100000000001,0,1
12681.0,15,616,12365.54,4,2
12682.0,4,496,11028.220000000001,4,2
12683.0,4,331,7612.57,4,2
12684.0,8,98,2073.63,0,1
12685.0,28,151,2575.08,0,1
12686.0,372,6,71.14,1,5
12688.0,114,171,4873.8099999999995,0,1
12689.0,26,70,1139.61,0,1
12690.0,206,15,335.00999999999993,1,4
12691.0,28,27,927.8,0,1
12693.0,127,35,711.91,0,4
12694.0,70,35,761.67,0,1
12695.0,7,27,582.1,0,1
12697.0,29,38,757.59,0,1
12700.0,8,264,4525.99,4,2
12701.0,80,51,725.71,0,1
12702.0,20,11,201.0,0,1
12703.0,71,20,265.55,0,1
12704.0,7,81,1740.8400000000001,0,1
12705.0,15,328,6382.290000000001,4,2
12707.0,292,33,603.42,1,5
12708.0,30,147,2442.91,0,1
12709.0,15,203,9430.519999999999,4,1
12710.0,97,74,1023.0200000000001,0,1
12712.0,29,120,3928.13,0,1
12713.0,1,37,794.5500000000002,0,1
12714.0,9,254,4294.860000000001,4,2
12715.0,106,20,273.85999999999996,0,1
12716.0,4,67,963.4900000000001,0,1
12717.0,151,53,830.9799999999999,1,4
12718.0,71,18,202.25,0,1
12719.0,5,37,572.95,0,1
12720.0,3,342,5115.7300000000005,4,2
12721.0,32,155,2386.13,0,1
12722.0,85,52,979.6300000000001,0,1
12723.0,4,68,707.07,0,1
12724.0,5,49,923.41,0,1
12725.0,371,23,371.79999999999995,1,5
12726.0,28,117,2411.1,0,1
12727.0,11,132,3440.7000000000003,0,1
12728.0,71,42,728.3299999999999,0,1
12729.0,114,25,417.01000000000005,0,1
12731.0,24,273,18751.91,4,2
12732.0,180,11,218.26000000000005,1,4
12733.0,234,22,383.95000000000005,1,4
12734.0,353,4,110.39999999999999,1,5
12735.0,315,41,689.5699999999999,1,5
12736.0,333,3,144.0,1,5
12738.0,372,10,137.35,1,5
12739.0,99,37,975.5400000000001,0,1
12740.0,64,27,427.59999999999997,0,1
12743.0,134,134,546.4300000000001,0,1
12744.0,56,215,9120.39,4,2
12747.0,2,103,4196.009999999999,0,1
12748.0,1,4580,32317.320000000003,2,3
12749.0,4,198,4040.879999999999,0,1
12750.0,129,15,275.88,0,4
12752.0,81,53,4366.780000000001,0,2
12753.0,23,197,21429.39,4,2
12754.0,236,63,3010.7400000000002,1,4
12755.0,281,3,17.549999999999997,1,5
12756.0,87,4,112.08000000000001,0,1
12757.0,16,365,4199.2,4,2
12758.0,117,97,2791.59,0,1
12759.0,52,92,1411.44,0,1
12762.0,8,67,1702.5200000000002,0,1
12763.0,138,18,494.08000000000004,0,4
12764.0,317,45,1693.88,1,5
12766.0,4,306,6457.630000000001,4,2
12769.0,239,32,1143.6,1,4
12770.0,211,12,1351.4499999999998,1,4
12772.0,60,54,752.4700000000001,0,1
12775.0,17,61,1281.0400000000002,0,1
12778.0,20,44,693.23,0,1
12779.0,38,149,3981.3599999999997,0,1
12781.0,64,24,786.74,0,1
12782.0,5,98,1938.92,0,1
12783.0,2,78,1295.8700000000001,0,1
12784.0,15,58,518.4200000000001,0,1
12785.0,364,13,255.95,1,5
12787.0,10,17,418.66,0,1
12789.0,65,3,76.85000000000001,0,1
12790.0,192,20,294.9200000000001,1,4
12791.0,374,1,177.60000000000002,1,5
12792.0,257,24,344.53999999999996,1,4
12793.0,335,22,461.48,1,5
12794.0,53,45,860.41,0,1
12795.0,19,13,318.48,0,1
12797.0,366,12,226.03,1,5
12798.0,171,6,1607.0399999999997,1,4
12802.0,187,24,397.58000000000004,1,4
12808.0,37,27,455.65,0,1
12809.0,178,24,405.31,1,4
12811.0,262,28,458.84999999999997,1,4
12812.0,45,15,229.64,0,1
12814.0,102,1,85.92,0,1
12815.0,148,45,863.4599999999999,1,4
12816.0,96,27,452.2,0,1
12817.0,281,3,126.03999999999999,1,5
12818.0,262,13,1182.08,1,4
12820.0,3,59,942.34,0,1
12821.0,214,6,92.72,1,4
12822.0,71,46,948.8800000000002,0,1
12823.0,75,5,1759.5,0,1
12824.0,60,25,397.11999999999995,0,1
12826.0,3,91,1474.72,0,1
12827.0,6,25,430.15,0,1
12828.0,3,56,1018.71,0,1
12829.0,337,11,293.0,1,5
12830.0,38,35,6114.8,0,1
12831.0,262,9,215.05,1,4
12832.0,32,27,383.03000000000003,0,1
12833.0,145,24,417.38,0,4
12834.0,283,18,312.38,1,5
12836.0,59,175,2612.8599999999997,0,1
12837.0,173,12,134.1,1,4
12838.0,34,123,683.13,0,1
12839.0,3,314,5591.42,4,2
12840.0,144,113,2726.77,0,1
12841.0,5,420,4022.35,4,2
12842.0,70,34,1118.99,0,1
12843.0,66,103,1702.2600000000002,0,1
12844.0,29,52,325.96,0,1
12845.0,267,27,354.09,1,4
12847.0,22,91,871.5399999999998,0,1
12849.0,31,49,1033.25,0,1
12851.0,97,50,135.18,0,1
12852.0,295,17,311.55,1,5
12853.0,135,78,1957.1000000000004,0,1
12854.0,79,110,1324.5000000000002,0,1
12855.0,373,3,38.1,1,5
12856.0,8,314,2179.93,4,2
12857.0,211,46,1106.4,1,4
12863.0,52,5,521.2,0,1
12864.0,138,3,147.12,0,4
12865.0,26,95,1568.23,0,1
12866.0,283,25,499.12,1,5
12867.0,26,538,4036.82,4,2
12868.0,186,107,1607.0600000000002,1,4
12871.0,84,11,380.64000000000004,0,1
12872.0,327,66,599.9700000000001,1,5
12873.0,282,4,374.0,1,5
12875.0,143,1,49.470000000000006,0,4
12876.0,58,83,2053.02,0,1
12877.0,4,154,1535.7700000000002,0,1
12878.0,236,47,854.99,1,4
12879.0,45,10,573.22,0,1
12881.0,276,7,298.0,1,5
12882.0,9,13,1463.0399999999997,0,1
12883.0,25,42,703.47,0,1
12884.0,88,7,309.05000000000007,0,1
12885.0,63,71,1175.2199999999998,0,1
12886.0,68,82,1378.3999999999999,0,1
12888.0,214,5,354.12,1,4
12890.0,24,82,380.47,0,1
12891.0,186,3,331.0,1,4
12893.0,31,34,188.14000000000001,0,1
12895.0,42,22,372.8,0,1
12897.0,205,4,216.5,1,4
12901.0,10,111,12960.74,4,2
12902.0,265,10,138.67999999999998,1,4
12904.0,18,72,509.58,0,1
12906.0,12,63,2919.81,0,1
12908.0,176,2,750.0,1,4
12909.0,40,91,2178.67,0,1
12910.0,23,75,3075.0400000000004,0,1
12912.0,3,24,1662.3,0,1
12913.0,5,50,2483.6299999999997,0,1
12915.0,149,22,363.65,1,4
12916.0,139,107,3006.1499999999996,0,1
12917.0,128,2,594.0,0,4
12919.0,8,50,1335.19,0,1
12920.0,17,28,164.23000000000002,0,1
12921.0,9,720,16587.09,4,2
12922.0,161,28,405.38,1,4
12923.0,64,28,175.71999999999997,0,1
12924.0,88,29,925.7500000000001,0,1
12925.0,5,45,694.05,0,1
12928.0,35,84,2062.7,0,1
12929.0,312,8,117.85,1,5
12930.0,78,25,415.8,0,1
12931.0,22,78,33368.35999999999,4,2
12933.0,24,106,607.53,0,1
12935.0,2,129,2160.7,0,1
12936.0,17,62,1063.8999999999999,0,1
12937.0,15,120,1504.2700000000002,0,1
12938.0,26,9,114.13999999999999,0,1
12939.0,64,47,11581.800000000001,0,2
12940.0,55,99,913.54,0,1
12942.0,131,75,683.9000000000001,0,1
12944.0,36,30,604.5099999999999,0,1
12945.0,288,23,462.95000000000005,1,5
12947.0,144,97,1603.99,0,4
12948.0,16,116,2064.95,0,1
12949.0,31,215,4167.22,0,2
12950.0,2,23,1843.0,0,1
12951.0,9,63,1064.07,0,1
12952.0,6,79,1387.79,0,1
12953.0,10,17,329.85,0,1
12955.0,1,180,4757.160000000001,0,1
12956.0,306,19,108.07,1,5
12957.0,10,238,4017.54,4,1
12962.0,7,16,266.39,0,1
12963.0,8,95,1856.63,0,1
12965.0,89,109,771.91,0,1
12966.0,10,10,160.18,0,1
12967.0,358,19,1660.9,1,5
12968.0,112,5,135.95,0,1
12970.0,7,151,452.24000000000007,0,1
12971.0,4,305,11189.91,4,2
12974.0,198,8,144.8,1,4
12976.0,212,22,738.6,1,4
12977.0,156,9,39.24,1,4
12980.0,158,20,7374.9,1,1
12981.0,30,20,372.2199999999999,0,1
12982.0,243,28,390.53999999999996,1,4
12984.0,19,4,97.5,0,1
12985.0,1,76,1239.3799999999999,0,1
12987.0,74,28,558.7,0,1
12988.0,292,92,535.3200000000002,1,5
12989.0,3,64,6924.110000000001,0,1
12990.0,31,13,409.5000000000001,0,1
12991.0,23,31,503.76000000000005,0,1
12993.0,23,27,414.75999999999993,0,1
12994.0,4,61,974.42,0,1
12995.0,85,3,211.32,0,1
12997.0,22,59,1226.89,0,1
12999.0,196,28,455.88,1,4
13000.0,107,31,534.8500000000001,0,1
13001.0,4,339,9818.82,4,2
13002.0,318,7,120.94999999999999,1,5
13003.0,106,6,149.05,0,1
13004.0,12,404,5655.91,4,2
13005.0,174,26,513.6999999999999,1,4
13006.0,56,4,81.57,0,1
13008.0,323,14,229.47000000000003,1,5
13011.0,372,3,50.550000000000004,1,5
13012.0,9,89,1661.8400000000001,0,1
13013.0,1,219,4810.94,4,1
13014.0,11,109,3466.2799999999997,0,1
13015.0,53,176,3346.2799999999997,0,1
13016.0,73,47,789.8899999999999,0,1
13017.0,7,1,204.0,0,1
13018.0,16,458,7277.700000000001,4,2
13021.0,4,131,2616.38,0,1
13023.0,64,38,599.9,0,1
13026.0,1,40,975.36,0,1
13027.0,114,19,3936.0,0,1
13028.0,23,45,661.3200000000002,0,1
13029.0,31,10,1247.5,0,1
13030.0,11,99,799.4800000000001,0,1
13032.0,52,71,1010.1800000000002,0,1
13033.0,357,11,190.54999999999998,1,5
13034.0,55,37,642.7700000000001,0,1
13035.0,74,27,921.88,0,1
13037.0,138,48,881.07,0,4
13038.0,80,28,908.46,0,1
13040.0,9,43,676.99,0,1
13043.0,273,13,516.4200000000001,1,5
13044.0,291,33,560.47,1,5
13045.0,99,18,305.28,0,1
13046.0,31,35,629.31,0,1
13047.0,57,171,3232.59,0,1
13048.0,14,136,1835.9099999999999,0,1
13049.0,64,14,656.6800000000002,0,1
13050.0,15,402,5833.11,4,2
13052.0,212,18,348.15000000000003,1,4
13055.0,78,76,1214.41,0,1
13058.0,25,8,271.4,0,1
13059.0,250,8,183.4,1,4
13060.0,254,15,307.53000000000003,1,4
13061.0,72,10,248.61,0,1
13062.0,191,11,346.98,1,4
13064.0,13,69,1119.4900000000002,0,1
13065.0,373,14,205.85999999999999,1,5
13066.0,24,48,470.79999999999995,0,1
13067.0,82,15,115.46000000000001,0,1
13068.0,10,2,344.0,0,1
13069.0,1,424,4191.32,4,2
13070.0,192,9,228.8,1,4
13072.0,267,7,177.14999999999998,1,4
13075.0,130,22,919.6100000000001,0,4
13077.0,1,112,729.2700000000001,0,1
13078.0,3,358,12627.939999999999,4,2
13079.0,4,6,220.09999999999997,0,1
13080.0,179,6,58.08,1,4
13081.0,12,1024,28337.379999999997,4,2
13082.0,126,72,2749.6299999999997,0,1
13083.0,4,18,303.75,0,1
13085.0,158,22,416.08000000000004,1,4
13089.0,3,1818,58825.83,5,2
13090.0,9,154,8895.82,0,1
13091.0,28,21,345.82000000000005,0,1
13092.0,71,25,477.83000000000004,0,1
13093.0,276,159,7832.470000000001,1,4
13094.0,21,24,1927.3200000000002,0,1
13095.0,71,6,74.4,0,1
13097.0,33,423,6010.419999999999,4,2
13098.0,1,572,28882.44,4,2
13099.0,99,1,207.35999999999999,0,1
13101.0,234,8,101.19,1,4
13102.0,1,304,6424.089999999999,4,2
13103.0,40,8,243.94,0,1
13104.0,3,20,1098.48,0,1
13106.0,133,1,76.5,0,4
13107.0,44,58,1531.6200000000003,0,1
13108.0,373,10,350.05999999999995,1,5
13109.0,60,47,786.54,0,1
13110.0,31,145,1488.67,0,1
13113.0,1,200,12245.96,4,2
13115.0,12,120,2294.7799999999997,0,1
13116.0,138,30,501.14,0,4
13117.0,22,76,984.9100000000001,0,1
13118.0,20,79,1197.81,0,1
13120.0,239,1,30.599999999999998,1,4
13121.0,269,50,283.72999999999996,1,4
13122.0,94,55,922.39,0,1
13124.0,90,235,3866.33,0,1
13126.0,5,140,2099.64,0,1
13127.0,78,15,259.16999999999996,0,1
13130.0,94,2,64.0,0,1
13131.0,23,44,1073.2999999999997,0,1
13132.0,262,3,77.3,1,4
13133.0,274,7,109.80000000000001,1,5
13134.0,86,98,1793.5800000000002,0,1
13136.0,56,127,2607.6099999999997,0,1
13137.0,11,704,3650.41,4,2
13138.0,22,63,962.39,0,1
13139.0,16,170,5064.9400000000005,0,1
13140.0,108,46,423.72,0,1
13141.0,85,135,2388.75,0,1
13142.0,19,23,307.0899999999999,0,1
13144.0,333,3,110.94999999999999,1,5
13145.0,40,6,618.52,0,1
13146.0,26,17,228.91,0,1
13147.0,10,4,712.8000000000001,0,1
13148.0,29,319,3707.12,4,2
13149.0,14,86,1676.0600000000002,0,1
13151.0,296,74,1257.8700000000003,1,5
13153.0,6,15,486.22,0,1
13155.0,33,85,971.7600000000002,0,1
13157.0,49,87,1741.2199999999998,0,1
13158.0,95,79,1201.06,0,1
13159.0,9,121,1437.85,0,1
13160.0,22,4,91.8,0,1
13161.0,313,8,112.75,1,5
13162.0,122,79,1688.2899999999997,0,1
13165.0,46,42,1021.48,0,1
13166.0,283,41,417.20000000000005,1,5
13167.0,19,64,779.3299999999999,0,1
13168.0,36,131,1319.19,0,1
13169.0,64,13,712.88,0,1
13170.0,27,32,116.00999999999999,0,1
13171.0,22,46,468.40999999999997,0,1
13173.0,4,43,353.65000000000003,0,1
13174.0,16,313,2813.0299999999997,4,2
13176.0,46,72,492.84000000000003,0,1
13177.0,65,17,282.45,0,1
13178.0,26,265,5725.469999999999,4,2
13182.0,45,11,121.18,0,1
13183.0,8,94,3957.7800000000007,0,1
13184.0,15,180,1700.29,0,1
13185.0,268,1,71.4,1,4
13186.0,40,79,1575.89,0,1
13187.0,337,37,236.01999999999998,1,5
13188.0,11,2,114.60000000000001,0,1
13189.0,19,29,260.67999999999995,0,1
13192.0,95,63,911.9400000000002,0,1
13193.0,61,29,117.88000000000001,0,1
13194.0,136,3,60.7,0,4
13196.0,11,110,1797.78,0,1
13198.0,10,226,3401.24,0,1
13199.0,4,118,9802.119999999999,0,2
13200.0,19,46,870.0900000000001,0,1
13203.0,10,57,869.4599999999999,0,1
13207.0,15,8,250.26000000000002,0,1
13208.0,59,147,1199.4199999999998,0,1
13209.0,30,321,5891.61,4,2
13210.0,94,22,353.48,0,1
13211.0,10,56,1197.42,0,1
13212.0,20,142,788.0799999999999,0,1
13213.0,57,90,1520.58,0,1
13216.0,268,5,333.74,1,4
13217.0,122,4,533.98,0,4
13218.0,127,5,62.64,0,4
13220.0,78,21,819.29,0,1
13221.0,240,65,844.86,1,4
13223.0,200,5,163.20000000000002,1,4
13224.0,60,107,2152.95,0,1
13225.0,3,32,6463.84,0,1
13226.0,273,16,108.21,1,5
13227.0,202,9,257.7,1,4
13228.0,81,2,358.0,0,1
13229.0,226,10,160.95,1,4
13230.0,4,611,2806.9700000000003,4,2
13232.0,13,206,1357.0,0,1
13233.0,74,43,605.1199999999999,0,1
13235.0,212,58,1031.0700000000002,1,4
13236.0,25,36,744.85,0,1
13238.0,17,31,700.7299999999999,0,1
13239.0,262,21,329.56,1,4
13240.0,96,66,648.6999999999999,0,1
13242.0,112,13,270.40000000000003,0,1
13243.0,203,58,600.0700000000002,1,4
13244.0,93,27,121.74,0,1
13245.0,51,16,430.5,0,1
13246.0,18,141,1987.3,0,1
13247.0,18,25,501.11999999999995,0,1
13248.0,125,26,465.67999999999995,0,4
13249.0,92,23,711.41,0,1
13253.0,157,36,1030.3999999999999,1,4
13255.0,9,13,399.51,0,1
13258.0,12,38,698.5799999999999,0,1
13259.0,62,87,292.31999999999994,0,1
13260.0,61,8,557.62,0,1
13261.0,269,9,944.1,1,4
13262.0,263,11,200.29,1,4
13263.0,1,1672,7428.85,4,2
13265.0,53,91,2107.6600000000003,0,1
13266.0,11,187,3834.26,0,1
13267.0,3,211,4521.49,0,1
13268.0,18,439,3192.65,4,2
13269.0,1,316,5346.23,4,2
13270.0,366,1,590.0,1,5
13271.0,37,96,217.38,0,1
13272.0,31,15,276.56000000000006,0,1
13273.0,113,16,138.98,0,1
13276.0,64,30,590.93,0,1
13277.0,16,8,258.4,0,1
13278.0,41,46,542.73,0,1
13279.0,78,9,137.75,0,1
13280.0,122,85,814.86,0,1
13282.0,18,37,1132.14,0,1
13283.0,60,7,93.66,0,1
13284.0,331,13,201.19,1,5
13285.0,23,187,2709.1200000000003,0,1
13291.0,156,42,361.11,1,4
13292.0,39,31,578.9399999999999,0,1
13294.0,190,54,873.74,1,4
13295.0,360,10,201.2,1,5
13296.0,137,5,87.4,0,4
13297.0,8,59,2089.85,0,1
13298.0,1,2,360.0,0,1
13299.0,268,5,142.5,1,4
13300.0,169,20,371.89,1,4
13301.0,104,80,600.19,0,1
13302.0,155,1,63.75,1,4
13304.0,351,21,300.41999999999996,1,5
13305.0,4,81,2000.8599999999997,0,1
13307.0,120,1,15.0,0,4
13308.0,23,54,1385.51,0,1
13309.0,7,107,1456.79,0,1
13310.0,28,72,1132.0300000000002,0,1
13311.0,4,26,598.57,0,1
13313.0,22,78,1555.32,0,1
13314.0,2,62,775.94,0,1
13316.0,37,84,5243.33,0,1
13317.0,66,124,2273.6800000000003,0,1
